comment,label_id
"Shop làm ăn tệ quá, giao hàng thiếu đồ mà nhắn tin thì ko thèm rep. Cái hộp thun có 23k thì ko đáng bao nhiêu nhưng cũng là tiền của tui, ít nhất phải rep tin nhắn để tui biết sao chứ. Đằng này im re luôn, còn cái muỗng thì bị bể 1 mảng, làm sao tui cho bé ăn đc đây trời.",0
Màu đỏ nhận dc hơi khác so vs clip nha shop.,0
"Chất vải mềm lắm, mà form thì hơi dão xíu.",0
"Mua 2 cái size M mà giao một cái rộng như L, một cái bé xíu như S, cái bé mặc ko vừa luôn.",0
Chất vải ko như mình tưởng tượng.,0
"Phần đáy hơi bé hơn trong ảnh nha, màu thì ko tươi lắm, chất liệu dùng dc ạ.",0
Áo thì ghi là tim thêu mà tìm mãi ko thấy cái tim nào lun á.,0
Chắc kiếp sau mới dám quay lại mua tiếp.,0
Chờ đổi hàng hơn nửa tháng rùi mà chưa thấy shop gửi lại gì hết trơn á trời 🫠,0
"Tem giả mạo, dán đại lên thôi à.",0
"Áo giặt ra màu dã man, giặt 3 lần nước cứ đen sì lun :<",0
Dùng ko ổn lắm đâu ạ,0
"Áo giao ko đúng size, nhảy size tùm lum hết, ghim size L mà có cái rộng cái chật. Giá áo thì rẻ đó nhưng chất vải thì thấy ko đáng tiền tí nào.",0
Ảnh cứ xinh mà vải ngoài đời thì hơi bóng bóng nhó,0
"Vải cứng ngắc ko mềm tí nào, may vá ẩu quá trời 👎",0
"Áo nhận về khum giống ảnh tí nào, vải mỏng dính hà.",0
Shop nhận đổi trả nhưng thấy hơi khó khăn.,0
"Vải dỏm ghê, form với đường cắt chả giống hình tẹo nào :( mặc vào như cái cây chổi ✖️.",0
Hàng giao lâu quá shop ơi ơiiii,0
"Shop ơi, áo nhận bị tháo tay rồi, còn có vết nhăn y như đồ đã qua sử dụng vậy ạ 😥",0
Nhận hàng rồi mà đợi 4 ngày mới giao lun á.,0
"Ủa shop ơi, đặt màu đen mà giao màu xanh là sao ạ? :(",0
400k mà mua đôi giày kiểu này thì đúng là ko nuốt nổi ạ 😤,0
"Mới xài có 1 ngày mà cái lót bên trong nó rách bươm rui, phải cắt bỏ lun cái ngăn lót đó. Nói chung là chất lượng dỏm, giao hàng cx chậm nữa.",0
Shop giao sai hàng rùi ạ,0
Áo xinh quá xá,0
Thất vọng ghê shop ạ 😔,0
"Áo bị ra màu nè shop ơi, hơi buồn xíu 😞",0
Nên suy nghĩ kỹ trước khi mua nha mn.,0
"Sản phẩm thì dỏm, gói hàng cũng sơ sài, tiền nào của nấy ha shop, phục vụ thì chán ko tả nổi 😠",0
"Sản phẩm dỏm, giao sai mẫu, ức chế ghê á 😠",0
